codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_funcao,codigo_subfuncao,codigo_programa,codigo_projeto_atividade,numero_projeto_atividade,numero_subprojeto_atividade,codigo_tipo_orcamento,nome_projeto_atividade,descricao_projeto_atividade,valor_total_fixado_projeto_atividade
48,201400,7,7,8,242,126,2,11,0,S,Assistencia ao Portador de Deficiencia Projeto Investimento Cidadao,Assistencia ao portador de deficiecia,11000.0
48,201400,7,7,8,243,132,2,12,0,S,Servico de Convivencia e Fortalecimento de Vinculo - SCFV/PBV,protecao social basica.,435000.0
48,201400,7,7,8,244,126,2,13,0,S,Implantacao do Conselho Munic. dos Direi da Pessoa com Deficienci.,Implantacao de conselho CMDPD.,17000.0
48,201400,7,7,8,244,137,1,1,0,S,Construcao de Unidades de Internacao Restritiva e Provisoria,CONSTRUCAO DE UNIDADES DE INTERNACAO RESTRITIVA E PROVISORIA,100000.0
48,201400,7,7,8,244,137,1,2,0,S,Construcao de Centro de Ref. Assist. Social - Cras,CONSTRUCAO DE CENTRO DE REF. ASSIST. SOCIAL - CRAS,100000.0
48,201400,7,7,8,244,137,1,3,0,S,Construcao do Centro de Referencia Espec ializado da Assistencia Social - CREAS,"Contrucao do Centro de Referencia Especializado da Assistencia Social - CREAS, no Municipio de Crateus.",200000.0
48,201400,7,7,8,244,137,1,4,0,S,Implantacao do Banco de Alimentos,"Implantacao do Banco de Alimentos do Municipio de Crateus, por meio de elaboracao de Projeto Executivo, Construcao de edificacoes e aquisicao de equipamentos e utensilios.",100000.0
48,201400,7,7,8,244,137,1,5,0,S,Modernizacao da Cozinha Comunitaria,"Modernizacao da Cozinha Comunitaria do Municipio de Crateus, por meio de elaboracao de Projeto Executivo, Construcao de edificacoes e aquisicao de equipamentos e utensilios.",150000.0
48,201400,7,7,8,244,137,2,14,0,S,Manutencao dos Conselhos da Assistencia Social.,Manutencao das atividades dos Conselhoa,70000.0
48,201400,7,7,8,244,137,2,15,0,S,Apoio as Acoes Complementares/Gestao do Bolsa Familia,APOIO AS ACOES COMPLEMENTARES/GESTAO DO BOLSA FAMILIA,22000.0
48,201400,7,7,8,244,137,2,16,0,S,Operacionalizacao  da Cozinha Comunitaria,APOIO A INSTALACAO DE COZINHA COMUNITARIA,115000.0
48,201400,7,7,8,244,137,2,17,0,S,Manutencao do CREAS/PAEFI,MANUTENCAO DE ACOES DE ATENDIMENTO -PAEFI/CREAS,178000.0
48,201400,7,7,8,244,137,2,18,0,S,Acolhimento Instituc. p/Jovens e Adultos Com Defic. Piso de Alta Complexidade II;,Servico de acolhimento institucional para jovens e adultos com deficiencia em situacao de dependencia em residencia inclusiva por meio do Piso de Alta Complexildade II - Pac II.,242000.0
48,201400,7,7,8,244,137,2,19,0,S,Programa Casa da Familia - PAIF/Cras,MANUTENCAO DO SERVICO DE PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA PAIF - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL - CRAS,570000.0
48,201400,7,7,8,244,137,2,20,0,S,Programa Integracao Aabb Comunidade,MANUTENCAO DO PROGRAMA AABB COMUNIDADE.,105000.0
48,201400,7,7,8,244,137,2,21,0,S,Gestao do Programa Bolsa Familia IGD/PBF,Gestao do programa bolsa familia - mIGD/PBF,540000.0
48,201400,7,7,8,244,137,2,22,0,S,Aprimoramento da Gestao do Indice de Gestao Descentralizada do SUAS/IGDSUAS,Gestao do Suas/Igdsuas.,85000.0
48,201400,7,7,8,244,137,2,23,0,S,Gestao de Beneficios Eventuas-BE,"Distribuicao de beneficios eventuais, tais como: auxilio natalidade e auxilio funeral.",100000.0
48,201400,7,7,8,244,137,2,24,0,S,Manutencao do Programa - Acessuas/Traba- lho/Pronatec,Manutencao do Programa Nacional de Promocao do acesso ao Mundo do Trabalho.,90000.0
48,201400,7,7,8,244,137,2,25,0,S,Realizacao de Conferencias Municipais.,Manutencao de Conferencias Municipais.,55000.0
48,201400,7,7,8,244,137,2,26,0,S,Apoio a acoes do Programa BPC na Escola,Manutencao das acoes do programa BPC na escola.,9000.0
48,201400,7,7,8,244,137,2,27,0,S,Protecao Social Basica - Estacao Familia,Protecao a familia.,15000.0
48,201400,7,7,8,244,426,2,28,0,S,Manutencao do Projeto Estacao Digital,MANUTENCAO DO PROJETO ESTACAO DIGITAL,29000.0
48,201400,7,7,8,244,426,2,29,0,S,Implantacao  do Projeto Cidade Digital - projeto Crateus Digital,ASSEGURAR RECURSOS NECESSARIOS PARA IMPLANTACAO DO PROJETO CRATEUS DIGITAL NO AMBITO DESSE MUNICPIO.,10000.0
48,201400,7,7,8,244,440,2,30,0,S,Programa Agricultura Familiar - Inclusao produtiva e Hortas Comunitarias,IMPLANTACAO E APOIO A AGRICULTURA FAMILIAR - INCLUSAO PRODUTIVA E HORTAS COMUNITARIAS,20000.0
48,201400,7,7,8,244,473,2,31,0,S,Programa Agricultura Familiar - Compra Direta,IMPLANTACAO E MANUTENCAO DO PROGRAMA COMPRA DIRETA - AGRICULTURA FAMILIAR,20000.0
48,201400,8,8,12,361,231,1,6,0,F,"Construcao,Revitalizacao e Ampliacao  de predios da Rede do Ensino Fundamental",CONSTRUCAO REFORMA E AMPLIACAO DE ESCOLAS MUNICIPAIS,1000000.0
48,201400,8,8,12,365,271,1,7,0,F,"Construcao,Revitalizacao e Ampliacao de Predios da Rede do Ensino Infantil","CONSTRUCAO,REVITALIZACAO E AMPLIACAO DE PREDIOS DA REDE DO ENSINO INFANTIL",1100000.0
48,201400,8,8,12,366,281,2,32,0,F,Programa Brasil Alfabetizado,Cutseio das acoes do Programa Brasil Alfabetizado.,140000.0
48,201400,8,8,12,368,37,2,33,0,F,Manutencao das Atividades Educacionais a Cargo do Fundo Municipal de Educacao,CUSTEIO DE ATIVIDADES EDUCACIONAIS,2228000.0
48,201400,8,8,12,368,196,2,34,0,F,Programa Nacional de Alimentacao Escolar - Pnae,PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE,800000.0
48,201400,8,8,12,368,286,2,35,0,F,Desenvolvimento da Educacao Especial,DESENVOLVIMENTO DA EDUCACAO ESPECIAL,21000.0
48,201400,9,9,10,122,37,2,36,0,S,Manutencao das Atividades Gerais da   Se cretaria Atraves do F.M.de Saude,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA ATRAVES DO FUNDO MUNICIPAL DE SAUDE,3980000.0
48,201400,9,9,10,301,171,2,37,0,S,Transferencia de Recursos para Sociedade beneficente Sao Camilo - Rec.proprios,Transferencia de recursos para a Sociedade Sao Camilo - recursos proprios.,2700000.0
48,201400,9,9,10,301,171,2,38,0,S,Funcionamentodo Programa de Saude da Atencao Basica - Prog.Saude da Familia,FUNCIONAMENTODO PROGRAMA DE SAUDE DA ATENCAO BASICA -PSF,5830000.0
48,201400,9,9,10,301,171,2,39,0,S,Manutencao das Atividades de Atencao Basica -Prog Agents Comunit de Saude,MANUTENCAO DAS ATIVIDADES DE ATENCAO BASICA PACS,1858000.0
48,201400,9,9,10,301,171,2,40,0,S,Manutencao das Atividades da Gestao do SUS,MANUTENCAO DAS ATIVIDADES DA GESTAO DO SUS,59800.0
48,201400,9,9,10,301,171,2,41,0,S,Consorcios Publicos de Saude da Microrre giao de Crateus,PARTICIPACAO DO MUNICIPIO NO CONSORCIO DE SAUDE DA MICRORREGIAO DE CRATEUS,320000.0
48,201400,9,9,10,301,171,2,42,0,S,Programa Atencao Basica - Saude Bucal,Desenvolver acoes basicas de saude bucal.,465000.0
48,201400,9,9,10,302,176,1,8,0,S,Construcao Ampliacao e Reformas de Unidades Saude,CONSTRUCAO AMPLIACAO E REFORMAS DE UNIDADES SAUDE,1632000.0
48,201400,9,9,10,302,176,2,43,0,S,Mac-Faec - Realizacao de Cirugias Eletivas,Realizacao de cirurgias eletivas - recursos Mac/Faec,505000.0
48,201400,9,9,10,302,176,2,44,0,S,Manute.das Atividades Ambulatorial e Hospitalar Media e Alta Complexidade,MANUTENCAO DAS ATIVIDADES DE ASSIST AMBUL E HOSPITALAR,412000.0
48,201400,9,9,10,302,176,2,45,0,S,Transf. de Recursos Para a Sociedade Sao Camilo - Fundo a Fundo Estado.,Transfere~encia de recursos para a Sociedade Sao Camilo - Repasse Fundo a Fundo Estado.,2700000.0
48,201400,9,9,10,302,176,2,46,0,S,Transf.de Recursos para a Sociedade Sao Camilo - Recursos MAC.,Transferencia de Recursos pa a Sociedade Sao Camilo - recursos MAC.,5650000.0
48,201400,9,9,10,303,181,2,47,0,S,Manutencao das Atividades de Assistencia Farmaceutica,MANUTENCAO DAS ATIVIDADES DE ASSISTENCIA FARMACEUTICA,350000.0
48,201400,9,9,10,304,186,2,48,0,S,Manutencao das Atividades de Vigilancia Sanitaria,MANUTENCAO DOS SERVICOS DE VIGILANCIA SANITARIA A SAUDE PUBLICA,377000.0
48,201400,9,9,10,305,171,2,49,0,S,Manutencao das Atividades de Vigilancia em Saude/Endemias,MANUTENCAO DAS ATIVIDADES DE VIGILANCIA EM SAUDE,1246000.0
48,201400,10,10,4,122,37,2,50,0,F,Manutencao do Custeio da Secretaria e dos Servicos de Utilidade Publica,CUSTEIO ADMINISTRATIVO DA SECRETARIA DE INFRAESTRUTURA E DOS SERVICOS BASICOS DE UTILIDADE PUBLICA.,6438000.0
48,201400,10,10,4,122,37,2,51,0,F,Manutencao da Guarda Civil Municipal,MANUTENCAO DA GUARDA CIVIL MUNICIPAL,1800000.0
48,201400,10,10,15,451,332,1,9,0,F,Execucao de Obras e Servicos de   Infra Estrutura c/Revitalizacao Areas Urbanas,"REVITALIZACAO, E EXCUCAO DE OBRAS E SERVICOS DE INFRA-ESTRUTURA URBANA NA SEDE E DISTRITOS",3196200.0
48,201400,10,10,15,452,340,1,10,0,F,Reforma e Ampliacao de Lavanderias Publicas,REFORMA E AMPLIACAO DE LAVANDERIAS PUBLICAS,100000.0
48,201400,10,10,15,452,347,1,11,0,F,Reforma e Ampliacao do Terminal Rodoviario,REFORMA E AMPLIACAO DO TERMINAL RODOVIARIO,100000.0
48,201400,10,10,16,482,351,1,12,0,F,Programa Morar Melhor,PROGRAMA MELHORIAS HABITACIONAIS,400000.0
48,201400,10,10,17,511,371,1,13,0,F,Construcao de Cisternas de Placas para a Populacao de Baixa Renda        .,ASSEGURAR RECURSOS NECESSARIOS PARA CONSTRUCAO DE CISTENAS DE PLACAS PARA A POPULACAO DE BAIXA RENDA,100000.0
48,201400,10,10,17,512,377,1,14,0,F,Ampliacao do Sistema de Saneamento,AMPLIACAO DO SISTEMA DE SANEAMENTO MUNICIPAL,100000.0
48,201400,10,10,17,512,377,1,15,0,F,Construcao de Kits e Unidades Sanitarias,CONSTRUCAO DE KITS E UNIDADES SANITARIAS,300000.0
48,201400,10,10,17,512,377,1,16,0,F,Construcao do Aterro Sanitario,CONSTRUCAO DO ATERRO SANITARIO,100000.0
48,201400,10,10,17,512,412,1,17,0,F,Execucao de Obras e Servicos de Saneamen to Basico em Area Urbana.,EXECUCAO DE OBRAS E SERVICOS DE SANEAMENTO BASICO URBANO.,100000.0
48,201400,10,10,23,451,38,1,18,0,F,Reforma do Shopping Popular,REFORMA DO SHOPPING POPULAR,100000.0
48,201400,10,10,25,752,566,1,19,0,F,Melhoria da Infraestrutura de Energia Eletrical,AMPLIACAO DA REDE DE ENERGIA ELETRICA MUNICIPAL,100000.0
48,201400,10,10,26,782,586,1,20,0,F,"Infraestrutura Viaria nos Caminhos e Est radas Vicinais,Inclusive Obras Dartes",BENEFICIAMENTO ESTRADAS VICINAIS E CONSTR.OBRAS D ARTE,900000.0
48,201400,11,11,17,544,412,1,21,0,F,Fortalecimento da Infra-Estrutura Hidricas,FORTALECIMENTO DA INFRA-ESTRUTURA HIDRICAS,600000.0
48,201400,11,11,20,122,37,2,52,0,F,Manutencao das Atividades Gerais da Secretaria,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA,825000.0
48,201400,11,11,20,605,467,1,22,0,F,Construcao  Reforma e Ampl.Matadouro Publico Municipal,CONSTRUCAO REFORMA E AMPL.MATADOURO PUBLICO MUNICIPAL,100000.0
48,201400,11,11,20,605,467,1,23,0,F,Construcao e adaptacao do Centro Apicola Joao Juca Melo,Construcao e Adaptacao do Centro Apicola Joao Juca Melo para uma unidade recebimento e armazenamento de mel padrao.,120000.0
48,201400,15,15,12,361,231,2,53,0,F,Manutencao das Atividades DoEnsino  Basi co Fundamental - FUNDEB - 40 p/Cento,MANUTENCAO DAS ATIVIDADES DO ENSINO BASICO FUNDAMENTO A CARGO DO FUNDEB 40 POR CENTO,13818000.0
48,201400,15,15,12,361,231,2,54,0,F,Manutencao do Ensino Basico Fundamental 60% a cargo do FUNDEB,MANUTENCAO DAS ATIVIDADES DO ENSINO BASICO A CARGO DO FUNDEB 60 P/CENTO,15400000.0
48,201400,15,15,12,361,232,1,24,0,F,Expansao de Vagas para o Ensino Basico Fundamental a Cargo do FUNDEB,"CONSTRUCAO,REVITALIZACAO E REFORMA DE PREDIOS DO ENSINO FUNDAMENTAL A CARGO DO FUNDEB",400000.0
48,201400,15,15,12,365,271,2,55,0,F,Manutencao do Ensino Basico Infantil 60% a cargo do FUNDEB.,CUSTEIO DAS ATIVIDADES DO ENSINO BASICO INFANTIL A CARGO DO FUNDEB,2460000.0
48,201400,15,15,12,365,272,1,25,0,F,Expansao de Vagas para o Ensino Basico Infantil a Cargo do FUNDEB,"CONSTRUCAO,REVITALIZACAO E/OU REFORMA DE PREDIOS DESTINADOS A EDUCACAO INFANTIL",300000.0
48,201400,15,15,12,366,281,2,56,0,F,Educacao para Jovens e Adultos 60%  a cargo do FUNDEB,MANUTENCAO DO ENSINO SUPLETIVO PARA JOVENS E ADULTOS,200000.0
48,201400,15,15,12,367,286,2,57,0,F,Educacao Especial a cargo do FUNDEB.,Cutseio da educacao especial a cargo do FUNDEB.,21000.0
48,201400,16,16,4,122,37,2,58,0,F,Custeio Administrativo da Secretaria de Governo,CUSTEIO ADMINISTRATIVO DA SECRETARIA,255000.0
48,201400,17,17,13,392,307,1,26,0,F,Construcao da Central de Artesanato,CONSTRUCAO DA CENTRAL DE ARTESANATO,100000.0
48,201400,17,17,13,392,307,1,27,0,F,Construcao da Sede da Academia de Letras de Crateus,ASSEGURAR RECURSOS PARA AQUISICAO DE TERRENO E CONSTRUCAO DO PREDIO SEDE DA ACADEMIA DE LETRAS DO MUNICIPIO DE CRATEUS,100000.0
48,201400,17,17,13,392,307,2,59,0,F,Realizacao de Eventos/Carnaval/Semana do municipio/Festas Natalinas e Ano Novo,REALIZACAO DE EVENTOS/CARNAVAL/SEMANA DO MUNICIPIO/FESTAS NATALINAS E ANO NOVO,350000.0
48,201400,17,17,23,695,536,2,60,0,F,Incentivo ao Turismo Municipal,INCENTIVO AO TURISMO MUNICIPAL,27000.0
48,201400,17,17,27,122,37,2,61,0,F,"Manut.das Ativ. da Sec.de Cultura,Turism e Juventude","Manutencao das atividades da Secretaria de Cultura,Turismo, Desporto e Juventuda",665000.0
48,201400,17,17,27,812,616,1,28,0,F,Construcao e Recuperacao de Quadras Esportivas,CONSTRUCAO E Recuperacao de Quadras Esportivas,100000.0
48,201400,17,17,27,812,616,1,29,0,F,Construcao e Ampliacao de Quadras Poliesportivas,Construcao e Ampliacao de Quadras Poliesportivas,200000.0
48,201400,17,17,27,812,616,2,62,0,F,Incentivo ao Desporto no Ambito do Munic ipio,Incentivo ao Desporto no Ambito do Municipio,870000.0
48,201400,17,17,27,813,616,1,30,0,F,Implant. e Moderniz. de Infraestrutura para o Esporte Recreativo e de Lazer,ASSEGURAR RECURSOS NECESSARIOS PARA A IMPLANTACAO DE NUCLEOS DE ESPORTE RECREATIVA E DE LAZER NO AMBITO DO MUNICIPIO DE CRATEUS.,100000.0
48,201400,17,17,27,813,616,1,31,0,F,Implant. e Moderniz.da Infraestrutura para o Esporte Recreativo e de Lazer,Implantacao e Modernizacao da Infraestrutura para o Esporte Recreativo e de Lazer.,200000.0
48,201400,20,20,18,122,37,2,63,0,F,Manutencao das Atividades de Meio Ambiente,MANUTENCAO DAS ATIVIDADES DE MEIO AMBIENTE,602000.0
48,201400,20,20,18,122,401,2,64,0,F,"Promover Acoes para Proteger o Maio Ambiente, Mantendo Qualidade de Vida",ACOES DE PROTECAO AO MEIO AMBIENTE,50000.0
48,201400,21,21,8,243,131,2,65,0,S,Protecao Social Basica - Fortalecimeto das Entidades,Fortalecimento das entidades,45000.0
48,201400,21,21,8,243,131,2,66,0,S,Manut.e Fortalecimento das Atividades do Orcamento Crianca,Manutencao e Fortalecimento do Orcamento Crianca.,37000.0
48,201400,21,21,8,243,131,2,67,0,S,Protecao Social Especial -Fortalecimento das Entidades,Fortalecimento das Entidades,45000.0
48,201400,22,22,8,244,137,2,68,0,S,Manutencao das Atividades do Fundo Municipal dos Dilreitos da Mulher,MANUTENCAO DO FUNDO ESPECIAL DOS DIREITOS DA MULHER,58000.0
48,201400,23,23,4,122,37,2,69,0,F,Manut.das Atividades do Fundo Municipal de Habitacao I Interesse Social.,IMPLANTACAO E MANUTENCAO DO CONSELHO MUNICIPAL DA HABITACAO,110000.0
48,201400,23,23,8,244,137,1,33,0,S,Programa Construcao Cisternas de Placas para Familias de Baixa Renda,EXECUCAO DE PROGRAMA CONSTRUCAO DE CISTERNAS DE PLACAS PARA ATENDER A POPULACAO DE BAIXA RENDA.,200000.0
48,201400,23,23,16,481,356,1,34,0,F,Procgrama Casas Populares em Areas Habitadas.,Casas populares em areas habitadas.,150000.0
48,201400,23,23,16,482,351,1,32,0,F,Programa Casas Populares em Areas Habitadas,PROGRAMA CASAS POPULARES EM AREAS HABITADAS,105000.0
48,201400,24,24,8,244,137,2,70,0,S,Manutencao das Atividades do Fundo Municipal Ante Drogas,MANUTENCAO DAS ATIVIDADES DO FUNDO MUNICIPAL ANTE-GROIGAS,35000.0
48,201400,26,26,23,691,491,2,71,0,F,Manutencao das Atividades da Secretaria de Desenv. Economico e Empreendedorismo,Custeio das atividades da secretaria de desenvolvimento economico e empreendedorismo,895000.0
48,201400,27,27,18,541,401,2,72,0,F,"Protecao,  Conservacao  e Preservacao do meio Ambiente","DESENVOLVER PROGRAMAS DE EDUCACAO AMBIENTAL, RECUPERACAO DO MEIO AMBIENTE DEGRADADO E PRESERVACAO DAS AREAS DE INTERESSE ECOLOGICO COMPREENDENDO A EXECUCAO DE VARIAS ATIVIDADES.",105000.0
48,201500,1,1,1,31,1,2,1,0,F,Manutencao do Poder Legislativo Municipal,MANUTENCAO DO PODER LEGISLATIVO MUNICIPAL,3673000.0
48,201500,2,2,4,122,37,2,2,0,F,Custeio das Atividades do Gabinete do Prefeito e do Vice Prefeito,CUSTEIO DAS ATIVIDADES DO GABINETE DO PREFEITO e do Vice Prefeito,1644365.0
48,201500,2,2,4,182,107,2,3,0,F,Manutencao da Coordenacao Municipal da Defesa Civil,Manutencao da Coordenacao Municipal da Defesa Civil,130000.0
48,201500,4,4,4,122,37,2,4,0,F,Manutencao da Procuradoria Municipal,MANUTENCAO DA PROCURADORIA MUNICIPAL,751000.0
48,201500,4,4,4,124,42,2,5,0,F,Manutencao das Atividades Gerais da Controladoria do Municipio,Manutencao das Atividades Gerais da Controladoria do Municipio,243000.0
48,201500,6,6,4,122,37,2,6,0,F,Custeio das Acoes do Departamento de Gestao Administrativa,Custeio da gestao administrativa,1747000.0
48,201500,6,6,4,123,37,2,7,0,F,Custeio Administrativo da Secretaria,CUSTEIO ADMINISTRATIVO DA SECRETARIA,3610000.0
48,201500,6,6,28,843,962,2,8,0,F,Amortizacao da Divida Interna,AMORTIZACAO DA DIVIDA INTERNA,520000.0
48,201500,6,6,99,999,999,9,1,0,F,Reserva de Contingencia,RESERVA DE CONTINGENCIA,1275000.0
48,201500,7,7,8,241,121,2,9,0,S,Protecao Social Basica/Assistencia ao Idoso/Projeto Terceira Idade Cidada,Assistencia ao idoso.,29858.0
48,201500,7,7,8,241,121,2,10,0,S,Servico de Conviv e Fortalec.de Vinculo ao Idoso-SCFV/Piso Basico Variavel,Fortalecimento de vinculo ao idoso - SCFV/Piso Basico Variavel,66950.0
48,201500,7,7,8,242,126,2,11,0,S,Assistencia ao Portador de Deficiencia Projeto Investimento Cidadao,Assistencia ao portador de deficiecia,12004.0
48,201500,7,7,8,243,131,2,12,0,S,"Acolhimento para Criancas,Adolesc.ate 21 anos Piso Alta Complex. Pac I","Servico de acolhimento para criancas, adolescentes ate 21 anos, por meio de Piso de Alta Complexidade I - Pac I.",240000.0
48,201500,7,7,8,243,131,2,13,0,S,Serv.Convivemcia e Fortalec.de Vinculo p/Crianca/Adolesc de 15/17 anos SCFV/PBV,Fortalecimento de vinculo para a crianca e adolescentes de 15 a 17 anos SCFV/PBV,48950.0
48,201500,7,7,8,243,131,2,14,0,S,Fortalec.de Vinculo p/Criancas e Adolesc de 06/15 anos - SCFV/PBV,Fortalecimento de vinculo para criancas eadolescentes de 06/15 anos SCFV/PBV,48950.0
48,201500,7,7,8,243,131,2,15,0,S,Serv.Convivencia e Fortalec.de Vinculos p/Criancas de ate 06 anos - SCFV/PBV,Fortalecimento de vinculo para criacas ate 06 anos - SCFV/PBV,48050.0
48,201500,7,7,8,243,131,2,16,0,S,Realizacao das acoes estrstegicas de Erradic.do Trabalho Infantil-PETI/SUAS,"Execucao do programa de erradicacao do trabalho infantil PETI, atraves do SUAS.",79200.0
48,201500,7,7,8,243,132,2,17,0,S,Servico de Convivencia e Fortalecimento de Vinculo - SCFV/PBV,protecao social basica.,48950.0
48,201500,7,7,8,244,126,2,18,0,S,Implantacao do Conselho Munic. dos Direi da Pessoa com Deficienci.,Implantacao de conselho CMDPD.,20000.0
48,201500,7,7,8,244,137,1,1,0,S,Construcao de Centro de Ref. Assist. Social - Cras,CONSTRUCAO DE CENTRO DE REF. ASSIST. SOCIAL - CRAS,110000.0
48,201500,7,7,8,244,137,1,2,0,S,Construcao do Centro de Referencia Espec ializado da Assistencia Social - CREAS,"Contrucao do Centro de Referencia Especializado da Assistencia Social - CREAS, no Municipio de Crateus.",263000.0
48,201500,7,7,8,244,137,1,3,0,S,Implantacao do Banco de Alimentos,"Implantacao do Banco de Alimentos do Municipio de Crateus, por meio de elaboracao de Projeto Executivo, Construcao de edificacoes e aquisicao de equipamentos e utensilios.",474900.0
48,201500,7,7,8,244,137,1,4,0,S,Modernizacao da Cozinha Comunitaria,"Modernizacao da Cozinha Comunitaria do Municipio de Crateus, por meio de elaboracao de Projeto Executivo, Construcao de edificacoes e aquisicao de equipamentos e utensilios.",120000.0
48,201500,7,7,8,244,137,2,19,0,S,Operacionalizacao  da Cozinha Comunitaria,APOIO A INSTALACAO DE COZINHA COMUNITARIA,120000.0
48,201500,7,7,8,244,137,2,20,0,S,Acolhimento Instituc. p/Jovens e Adultos Com Defic. Piso de Alta Complexidade II;,Servico de acolhimento institucional para jovens e adultos com deficiencia em situacao de dependencia em residencia inclusiva por meio do Piso de Alta Complexildade II - Pac II.,240000.0
48,201500,7,7,8,244,137,2,21,0,S,Gestao do Programa Bolsa Familia IGD/PBF,Gestao do programa bolsa familia - mIGD/PBF,554410.0
48,201500,7,7,8,244,137,2,22,0,S,Aprimoramento da Gestao do Indice de Gestao Descentralizada do SUAS/IGDSUAS,Gestao do Suas/Igdsuas.,96065.0
48,201500,7,7,8,244,137,2,23,0,S,Gestao de Beneficios Eventuas-BE,"Distribuicao de beneficios eventuais, tais como: auxilio natalidade e auxilio funeral.",100000.0
48,201500,7,7,8,244,137,2,24,0,S,Manutencao do Programa - Acessuas/Traba- lho/Pronatec,Manutencao do Programa Nacional de Promocao do acesso ao Mundo do Trabalho.,105000.0
48,201500,7,7,8,244,137,2,25,0,S,Realizacao de Conferencias Municipais.,Manutencao de Conferencias Municipais.,60000.0
48,201500,7,7,8,244,137,2,26,0,S,Apoio a acoes do Programa BPC na Escola,Manutencao das acoes do programa BPC na escola.,10820.0
48,201500,7,7,8,244,137,2,27,0,S,Protecao Social Basica - Estacao Familia,Protecao a familia.,18600.0
48,201500,7,7,8,244,137,2,28,0,S,Manutencao dos CRAS/PBF,Manutencao dos Cras/Pbf.,321616.0
48,201500,7,7,8,244,137,2,29,0,S,Manutencao das Equipes Volantes do CRAS/PBF III,Manutencao das equipes volantes CRAS/PBF III,178200.0
48,201500,7,7,8,244,137,2,30,0,S,Manut. do CREAS/MSE em meio aberto (LA e PSC) Demais Acoes de PSEMC,Manutencao do CREAS/MSE em meio aberto (LA e PSC) demais acoes ds PSEMC.,205025.0
48,201500,7,7,8,244,426,2,31,0,S,Manutencao do Projeto Estacao Digital,MANUTENCAO DO PROJETO ESTACAO DIGITAL,40000.0
48,201500,8,8,12,361,231,1,5,0,F,"Construcao,Revitalizacao e Ampliacao  de da Rede do Ensino Basico Fundamental",CONSTRUCAO REFORMA E AMPLIACAO DE ESCOLAS MUNICIPAIS,1100000.0
48,201500,8,8,12,361,231,2,32,0,F,Manutencao do Transporte Escolar com recursos do FNDE,Manutencao dos servicos de transporte escolar com recursos do FNDE,2430000.0
48,201500,8,8,12,361,231,2,33,0,F,Manutencao do Transporte Escolar com Recursos do Municipio,Manutencao dos ervicos de transporte escolar com recursos do municipio.,1114490.0
48,201500,8,8,12,365,271,1,6,0,F,"Construcao,Revitalizacao e Ampliacao da Rede do Ensino Basico Infantil","CONSTRUCAO,REVITALIZACAO E AMPLIACAO DE PREDIOS DA REDE DO ENSINO INFANTIL",1000000.0
48,201500,8,8,12,366,281,2,78,0,F,Programa Brasil Alfabetizado,Manutencao do Programa Brasil Alfabetizado,50000.0
48,201500,8,8,12,368,37,2,34,0,F,Manutencao das Atividades Educacionais a Cargo do Fundo Municipal de Educacao,CUSTEIO DE ATIVIDADES EDUCACIONAIS,5594000.0
48,201500,8,8,12,368,196,2,35,0,F,Programa Nacional de Alimentacao Escolar - Pnae,PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE,970000.0
48,201500,9,9,10,122,37,2,36,0,S,Manutencao das Atividades Gerais da   Se cretaria Atraves do F.M.de Saude,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA ATRAVES DO FUNDO MUNICIPAL DE SAUDE,4085935.0
48,201500,9,9,10,301,171,2,37,0,S,Transferencia de Recursos para Sociedade beneficente Sao Camilo - Rec.proprios,Transferencia de recursos para a Sociedade Sao Camilo - recursos proprios.,1000000.0
48,201500,9,9,10,301,171,2,38,0,S,Funcionamentodo Programa de Saude da Atencao Basica - Prog.Saude da Familia,FUNCIONAMENTODO PROGRAMA DE SAUDE DA ATENCAO BASICA -PSF,7147000.0
48,201500,9,9,10,301,171,2,39,0,S,Manutencao das Atividades de Atencao Basica -Prog Agents Comunit de Saude,MANUTENCAO DAS ATIVIDADES DE ATENCAO BASICA PACS,1496137.2
48,201500,9,9,10,301,171,2,40,0,S,Manutencao  do Centro de Atencao Psico Social,MANUTENCAO DAS ATIVIDADES do Centro de Atencao Psico Social,452424.31
48,201500,9,9,10,301,171,2,41,0,S,Consorcios Publicos de Saude da Microrre giao de Crateus,PARTICIPACAO DO MUNICIPIO NO CONSORCIO DE SAUDE DA MICRORREGIAO DE CRATEUS,780000.0
48,201500,9,9,10,301,171,2,42,0,S,Programa Atencao Basica - Saude Bucal,Desenvolver acoes basicas de saude bucal.,275000.0
48,201500,9,9,10,301,171,2,43,0,S,Atencao Basica - Nucleo de apoio a saude da familia,Nucleo de apoio a saude da familia,571945.48
48,201500,9,9,10,302,176,1,7,0,S,Construcao Ampliacao e Reformas de Unidades Saude,CONSTRUCAO AMPLIACAO E REFORMAS DE UNIDADES SAUDE,1260000.0
48,201500,9,9,10,302,176,2,44,0,S,Mac-Faec - Realizacao de Cirugias Eletivas,Realizacao de cirurgias eletivas - recursos Mac/Faec,210000.0
